chr,bp_mm10,megamuga,gigamuga
1,13604982,UNC135474,UNC135474
1,136070811,UNC1743430,UNC1743430
1,136087840,UNC1743748,UNC1743748
1,136098999,JAX00268373,JAX00268373
1,136108121,UNC1744210,UNC1744210
1,136158468,UNC1744868,UNC1744868
1,136158606,JAX00268399,JAX00268399
1,136168099,UNC1744987,UNC1744987
1,136199130,UNC1745329,UNC1745329
1,136212148,UNC1745494,UNC1745494
1,136227334,UNC1745702,UNC1745702
1,136248144,JAX00268421,JAX00268421
1,136252863,UNC1746117,UNC1746117
1,136266391,UNC1746282,UNC1746282
1,136283698,B6_rs31375526,B6_rs31375526
1,136300670,UNC1746787,UNC1746787
1,136304895,JAX00268443,JAX00268443
1,136314619,UNC1746983,UNC1746983
1,136333579,UNC1747244,UNC1747244
1,136348769,UNC1747367,UNC1747367
1,136376244,UNC1747744,UNC1747744
1,136391130,UNC1747980,UNC1747980
1,136419184,UNC1748420,UNC1748420
1,136446715,UNC1748868,UNC1748868
1,136460115,UNC1749099,UNC1749099
1,136479906,UNC1749502,UNC1749502
1,136497865,JAX00268482,JAX00268482
1,136501167,UNC1749999,UNC1749999
1,13653698,UNC_rs50672660,UNC_rs50672660
1,136544184,UNC1750738,UNC1750738
1,136552477,JAX00268498,JAX00268498
1,136552494,JAX00268499,JAX00268499
1,136558793,UNC1750981,UNC1750981
1,136586544,UNC1751427,UNC1751427
1,136601434,UNC1751623,UNC1751623
1,136623846,UNC1751940,UNC1751940
1,136642284,UNC1752067,UNC1752067
1,136665528,UNC1752370,UNC1752370
1,136679970,UNC1752539,UNC1752539
1,136710971,UNC1752851,UNC1752851
1,136717077,JAX00268538,JAX00268538
1,136749109,UNC1753306,UNC1753306
1,13675105,UNC136630,UNC136630
1,136761623,UNC1753480,UNC1753480
1,136790737,UNC1753695,UNC1753695
1,136805479,UNC1753882,UNC1753882
1,136841613,UNC1754202,UNC1754202
1,136870324,UNC1754576,UNC1754576
1,136873626,JAX00268573,JAX00268573
1,136882758,UNC1754760,UNC1754760
1,136912783,UNC1755261,UNC1755261
1,136913460,JAX00268589,JAX00268589
1,136933839,UNC1755471,UNC1755471
1,136947796,UNC1755586,UNC1755586
1,136970971,UNC1755807,UNC1755807
1,136972741,JAX00268604,JAX00268604
1,136973189,JAX00268608,JAX00268608
1,136999979,UNC1756223,UNC1756223
1,137017509,UNC1756524,UNC1756524
1,137036319,UNC1756857,UNC1756857
1,137052164,UNC1757252,UNC1757252
1,137076577,UNC1757623,UNC1757623
1,137097744,UNC1758020,UNC1758020
1,137100644,JAX00268641,JAX00268641
1,137118437,UNC1758301,UNC1758301
1,137148324,JAX00009999,JAX00009999
1,137159701,UNC1758875,UNC1758875
1,137179909,JAX00193459,JAX00193459
1,137180113,UNC1759162,UNC1759162
1,137205554,UNC1759461,UNC1759461
1,137213728,UNC1759601,UNC1759601
1,137262370,UNC1760476,UNC1760476
1,137282229,UNC1760696,UNC1760696
1,137336720,UNC1761545,UNC1761545
1,137370073,UNC1761840,UNC1761840
1,13738223,UNC137674,UNC137674
1,137384688,UNC1762014,UNC1762014
1,137405636,UNC1762309,UNC1762309
1,137433396,UNC1762718,UNC1762718
1,137478651,UNC1763453,UNC1763453
1,137540569,JAX00268741,JAX00268741
1,137593664,UNC1765149,UNC1765149
1,137649043,UNC1765809,UNC1765809
1,137665780,JAX00268766,JAX00268766
1,137688764,UNC1766157,UNC1766157
1,137748052,JAX00268792,JAX00268792
1,137780191,UNC1767179,UNC1767179
1,13781683,UNC138462,UNC138462
1,13782602,JAX00242455,JAX00242455
1,137938610,UNC1769297,UNC1769297
1,137973333,JAX00010060,JAX00010060
1,138006890,UNC1770327,UNC1770327
1,138049839,JAX00268864,JAX00268864
1,138085518,UNC1771228,UNC1771228
1,138237662,UNC1773103,UNC1773103
1,138312569,UNC1773890,UNC1773890
1,138368468,UNC1774662,UNC1774662
1,138458274,UNC1775576,UNC1775576
1,138461871,JAX00268949,JAX00268949
1,138505045,JAX00268962,JAX00268962
1,13855369,JAX00242480,JAX00242480
1,138567555,UNC1777022,UNC1777022
1,13860415,UNC140121,UNC140121
1,138611716,UNC1777709,UNC1777709
1,138676475,UNC1778501,UNC1778501
1,138735328,JAX00010117,JAX00010117
1,138760911,UNC1779882,UNC1779882
1,13890559,UNC140543,UNC140543
1,138956094,UNC1782025,UNC1782025
1,139052028,UNC1782763,UNC1782763
1,139086814,JAX00269092,JAX00269092
1,139096750,UNC1783074,UNC1783074
1,139220250,UNC1784366,UNC1784366
1,139274877,UNC1785026,UNC1785026
1,139332942,UNC011881810,UNC011881810
1,13936558,UNC141072,UNC141072
1,139457636,UNC1787544,UNC1787544
1,139458156,JAX00269145,JAX00269145;JAX00269145r
1,139478830,backupJAX00269153,backupJAX00269153
1,139555391,UNC1788773,UNC1788773
1,139636255,UNC1789955,UNC1789955
1,139806775,UNC1791691,UNC1791691
1,139857554,UNC1791992,UNC1791992
1,139959904,UNC1792619,UNC1792619
1,140013451,UNC1792946,UNC1792946
1,140102656,UNC1793565,UNC1793565
1,140163402,UNC1793646,UNC1793646
1,140235553,UNC1794157,UNC1794157
1,14027765,UNC142280,UNC142280
1,140334089,UNC1794951,UNC1794951
1,140384173,UNC1795522,UNC1795522
1,140466116,UNC1796470,UNC1796470
1,140531882,UNC1797532,UNC1797532
1,140532221,JAX00269276,JAX00269276
1,140596367,UNC1798594,UNC1798594
1,140663917,UNC1799788,UNC1799788
1,140768335,UNC1801037,UNC1801037
1,14077030,JAX00000824,JAX00000824
1,140773007,JAX00269314,JAX00269314
1,140853419,UNC1801891,UNC1801891
1,140859122,JAX00269327,JAX00269327
1,140900048,UNC1803006,UNC1803006
1,140992886,UNC1804293,UNC1804293
1,141086676,UNC1805686,UNC1805686
1,141114407,UNC1806326,UNC1806326
1,141223640,UNC1808116,UNC1808116
1,141296444,UNC1809056,UNC1809056
1,14134903,UNC143394,UNC143394
1,141368355,UNC1809830,UNC1809830
1,14138417,JAX00242525,JAX00242525
1,141454947,UNC1811593,UNC1811593
1,141497672,UNC1812244,UNC1812244;UNCHS002597
1,141593858,UNC1813531,UNC1813531
1,141664598,backupUNC011898258,backupUNC011898258
1,141733003,JAX00269452,JAX00269452
1,141838893,UNC1818589,UNC1818589
1,141855602,JAX00269464,JAX00269464
1,141878735,UNC1819375,UNC1819375
1,14190483,JAX00242530,JAX00242530
1,141954297,UNC1820725,UNC1820725
1,14196604,UNC144144,UNC144144
1,141976821,JAX00269487,JAX00269487
1,142005171,JAX00269501,JAX00269501
1,142009150,UNC1821880,UNC1821880
1,14205522,JAX00000833,JAX00000833
1,142140565,UNC1823389,UNC1823389
1,142165713,UNC1823974,UNC1823974
1,142260782,JAX00010381,JAX00010381
1,142266250,UNC1825459,UNC1825459
1,14228630,UNC144647,UNC144647
1,142341243,UNC1826224,UNC1826224
1,142389498,UNC1826779,UNC1826779
1,142485508,UNC1827895,UNC1827895
1,142580510,UNC1828946,UNC1828946
1,14261489,UNC145132,UNC145132
1,142635536,UNC1829738,UNC1829738
1,142716483,UNC1830818,UNC1830818
1,142732045,JAX00269621,JAX00269621
1,142792727,UNC1832009,UNC1832009
1,142866009,UNC1832863,UNC1832863
1,142934010,UNC1833297,UNC1833297
1,14297118,JAX00000840,JAX00000840
1,143017175,UNC1834559,UNC1834559
1,143061747,JAX00269692,JAX00269692
1,143261933,UNC1836825,UNC1836825
1,143300804,UNC1837401,UNC1837401
1,14334166,UNC145909,UNC145909
1,143390406,UNC1838106,UNC1838106
1,143549476,UNC1839008,UNC1839008
1,143660447,UNC1840182,UNC1840182
1,14367338,UNC146540,UNC146540
1,143739911,UNC1841019,UNC1841019
1,143810159,UNC1841967,UNC1841967
1,143903890,UNC1842952,UNC1842952
1,143959631,UNC1843688,UNC1843688
1,144036939,UNC1844458,UNC1844458
1,144093165,UNC1845127,UNC1845127;UNCHS002643
1,144157120,UNC1845842,UNC1845842
1,14421305,UNC147332,UNC147332
1,144265817,UNC1847505,UNC1847505
1,144318830,UNC1848254,UNC1848254
1,144332723,JAX00269969,JAX00269969
1,144399241,JAX00269981,JAX00269981
1,144411484,UNC1849020,UNC1849020
1,144495093,UNC1849492,UNC1849492
1,144535702,UNC1849934,UNC1849934
1,144629784,UNC010300060,UNC010300060
1,144710178,UNC1852039,UNC1852039
1,14473352,UNC148022,UNC148022
1,144853907,UNC1853926,UNC1853926
1,144896230,JAX00270076,JAX00270076
1,144902324,UNC1854486,UNC1854486
1,144989305,JAX00010581,JAX00010581
1,145376780,JAX00010611,JAX00010611
1,14540842,UNC148652,UNC148652
1,14542325,JAX00000859,JAX00000859
1,145484313,UNC1861016,UNC1861016
1,145489953,,JAX00270162;JAX00270162q
1,145514740,JAX00270174,JAX00270174
1,14568781,JAX00242592,JAX00242592
1,145763629,UNC1866430,UNC1866430
1,14579332,JAX00000863,JAX00000863
1,14589546,UNC149432,UNC149432
1,145926918,JAX00010652,JAX00010652
1,146189462,UNC1872920,UNC1872920
1,14622203,UNC149968,UNC149968
1,146565583,UNC1876903,UNC1876903
1,14659888,UNC150730,UNC150730
1,146692216,,sanger2716;sanger2716q
1,147080210,UNC1883987,UNC1883987
1,147186279,,JAX00270448;JAX00270448q
1,147258865,UNC1886404,UNC1886404
1,14726005,UNC151920,UNC151920
1,147630747,UNC1890675,UNC1890675
1,14763878,UNC152555,UNC152555
1,148066516,UNC1896790,UNC1896790
1,148330121,B6_01-150177251-S,B6_01-150177251-S
1,14835368,UNC153710,UNC153710
1,148615911,UNC1903098,UNC1903098
1,148763619,UNC1905607,UNC1905607
1,14876688,UNC154487,UNC154487
1,14909034,UNC155247,UNC155247
1,149274829,UNC1913549,UNC1913549
1,149617805,UNC1917999,UNC1917999
1,149797787,UNC1921260,UNC1921260
1,15019277,UNC156797,UNC156797
1,150315172,UNC1928645,UNC1928645
1,150733132,UNC1934398,UNC1934398
1,150871972,UNC1936512,UNC1936512
1,150894214,UNC1936845,UNC1936845
1,150932331,JAX00271265,JAX00271265
1,150955028,JAX00271268,JAX00271268
1,150980220,UNC1938148,UNC1938148
1,151000998,UNC1938399,UNC1938399
1,151008728,JAX00271278,JAX00271278
1,15106120,JAX00242692,JAX00242692
1,151063274,UNC1939261,UNC1939261
1,151075195,UNC1939528,UNC1939528
1,151111612,backupUNC010628673,backupUNC010628673
1,151155081,UNC1940721,UNC1940721
1,151180531,UNC1941082,UNC1941082
1,15120755,UNC158041,UNC158041
1,151216661,JAX00271340,JAX00271340
1,151266087,UNC1941988,UNC1941988
1,151303962,UNC1942621,UNC1942621
1,151338817,UNC1943175,UNC1943175
1,151379124,UNC1943577,UNC1943577
1,151418631,UNC1944082,UNC1944082
1,151432463,UNC1944257,UNC1944257
1,151465441,UNC1944789,UNC1944789
1,151476901,JAX00271411,JAX00271411
1,151514610,UNC1945404,UNC1945404
1,151561348,UNC1946205,UNC1946205
1,151619999,UNC1947153,UNC1947153
1,151638785,JAX00193766,JAX00193766
1,151661603,UNC1947829,UNC1947829
1,151692333,UNC1948234,UNC1948234
1,151736447,UNC1948835,UNC1948835
1,151759339,UNC1949073,UNC1949073
1,151763543,JAX00271468,JAX00271468
1,151798726,UNC1949569,UNC1949569
1,151835985,UNC1950039,UNC1950039
1,151865116,UNC1950553,UNC1950553
1,151906273,JAX00011099,JAX00011099
1,151913328,UNC1951142,UNC1951142
1,151921167,JAX00271510,JAX00271510
1,151926596,UNC1951289,UNC1951289
1,151972624,UNC1951925,UNC1951925
1,151999548,JAX00011107,JAX00011107
1,152009752,UNC1952460,UNC1952460
1,15206357,JAX00242707,JAX00242707
1,152064292,UNC1953417,UNC1953417
1,152072538,CEAJAX00271542;CEBJAX00271542,CEAJAX00271542;CEBJAX00271542
1,152077538,UNC1953593,UNC1953593
1,152103329,UNC1953873,UNC1953873
1,152154207,UNC1954704,UNC1954704
1,15217198,JAX00242713,JAX00242713
1,152190106,UNC1955304,UNC1955304
1,152215339,UNC1955813,UNC1955813
1,152229657,JAX00271575,JAX00271575
1,152235064,JAX00011124,JAX00011124
1,15224755,UNC159456,UNC159456
1,152260411,UNC1956316,UNC1956316
1,152281075,UNC1956739,UNC1956739
1,152327757,UNC1957652,UNC1957652
1,152351115,UNC1958264,UNC1958264
1,152377072,JAX00011136,JAX00011136
1,152445021,UNC1960105,UNC1960105
1,152477324,UNC1960768,UNC1960768
1,152506397,UNC1961263,UNC1961263
1,152545312,UNC1961820,UNC1961820
1,152575745,UNC1962195,UNC1962195
1,152605127,JAX00271715,JAX00271715
1,152618258,UNC1962782,UNC1962782
1,152657212,UNC1963301,UNC1963301
1,15267064,UNC159803,UNC159803
1,152690312,UNC1963734,UNC1963734
1,152709671,UNC1964025,UNC1964025
1,152776254,UNC1965019,UNC1965019
1,152829232,UNC1966069,UNC1966069
1,152865408,UNC1966373,UNC1966373
1,152902623,UNC1966604,UNC1966604
1,152919938,UNC1966867,UNC1966867
1,152973490,UNC1967652,UNC1967652
1,153015716,UNC1968356,UNC1968356
1,153028571,UNC1968641,UNC1968641
1,153060566,UNC1969296,UNC1969296
1,153149161,UNC1970775,UNC1970775
1,153172174,JAX00011195,JAX00011195
1,153181665,UNC1971409,UNC1971409
1,15319410,UNC160312,UNC160312
1,153225507,UNC1972093,UNC1972093
1,153241617,UNC1972342,UNC1972342
1,153285376,UNC1973125,UNC1973125
1,153311286,UNC1973447,UNC1973447
1,153368402,JAX00271948,JAX00271948;JAX00271948r
1,153429326,UNC1974981,UNC1974981
1,153453059,JAX00271959,JAX00271959
1,153462444,UNC1975228,UNC1975228
1,153503204,UNC1975589,UNC1975589
1,15353592,JAX00000918,JAX00000918
1,153545335,UNC1976268,UNC1976268
1,153559699,UNC1976590,UNC1976590
1,15359024,JAX00242746,JAX00242746
1,153593455,UNC1977065,UNC1977065
1,153594616,JAX00271982,JAX00271982
1,153637743,JAX00271992,JAX00271992
1,153646480,UNC1977687,UNC1977687
1,153665818,UNC1977921,UNC1977921
1,15367984,UNC161340,UNC161340
1,153715933,UNC1978430,UNC1978430
1,153725679,JAX00272024,JAX00272024
1,153744607,UNC1978827,UNC1978827
1,153787643,UNC1979324,UNC1979324
1,153823916,UNC1979520,UNC1979520
1,153897279,UNC1980362,UNC1980362
1,153932716,UNC1980733,UNC1980733
1,153963780,UNC1981188,UNC1981188
1,154005430,UNC1981686,UNC1981686
1,154037704,UNC1982125,UNC1982125
1,154072678,UNC1982740,UNC1982740
1,154077994,,JAX00272098;JAX00272098q
1,154081104,JAX00272100,JAX00272100
1,15409882,UNC162008,UNC162008
1,154102581,JAX00272106,JAX00272106
1,154102892,UNC1983252,UNC1983252
1,154143508,UNC1983810,UNC1983810
1,154169644,UNC1984158,UNC1984158
1,154170374,JAX00272120,JAX00272120
1,154199689,JAX00272123,JAX00272123
1,154214424,UNC1984844,UNC1984844
1,154232805,JAX00272130,JAX00272130
1,154252481,UNC1985406,UNC1985406
1,154283702,UNC1985853,UNC1985853
1,154322853,UNC1986257,UNC1986257
1,154347178,UNC1986401,UNC1986401
1,154386617,UNC1986786,UNC1986786
1,15439741,UNC162603,UNC162603
1,154421878,UNC1987057,UNC1987057
1,154437037,UNC1987211,UNC1987211
1,154441999,UNC1987292,UNC1987292
1,154448738,UNC1987347,UNC1987347
1,154462237,JAX00272165,JAX00272165
1,154462770,UNC1987490,UNC1987490
1,154475778,UNC1987645,UNC1987645
1,154481004,UNC1987703,UNC1987703
1,154483863,JAX00272168,JAX00272168
1,154487003,UNC1987774,UNC1987774
1,154497888,UNC1987889,UNC1987889
1,154500586,UNC1987920,UNC1987920;UNCHS002825
1,154509789,UNC1988027,UNC1988027
1,154515112,UNC1988099,UNC1988099
1,154519779,UNC1988150,UNC1988150;UNCHS002827
1,154527808,backupJAX00272176,backupJAX00272176
1,154532837,UNC1988287,UNC1988287
1,154540240,UNC1988322,UNC1988322
1,154544670,UNC1988352,UNC1988352
1,154554225,JAX00272179,JAX00272179
1,154555196,UNC1988421,UNC1988421
1,154560029,UNC1988456,UNC1988456
1,154567168,UNC1988555,UNC1988555
1,154571718,UNC1988625,UNC1988625
1,154580014,UNC1988684,UNC1988684
1,154583394,UNC1988706,UNC1988706
1,154593180,UNC1988752,UNC1988752
1,154599175,UNC1988760,UNC1988760
1,154610883,UNC1988850,UNC1988850
1,154616694,UNC1988911,UNC1988911
1,154621707,JAX00272195,JAX00272195
1,154624977,UNC1988963,UNC1988963
1,154636431,UNC1989080,UNC1989080
1,154644427,UNC1989138,UNC1989138
1,154652065,UNC1989201,UNC1989201;UNCHS002831
1,154657448,UNC1989247,UNC1989247
1,154663816,UNC1989275,UNC1989275
1,154677185,UNC1989322,UNC1989322
1,154684675,UNC1989353,UNC1989353
1,154686556,JAX00011308,JAX00011308
1,154688920,UNC1989377,UNC1989377
1,154697543,UNC1989419,UNC1989419
1,154701514,UNC1989439,UNC1989439
1,154710053,UNC1989492,UNC1989492
1,154715369,UNC1989553,UNC1989553
1,154721273,UNC1989599,UNC1989599
1,154723232,JAX00011311,JAX00011311
1,154730165,UNC1989650,UNC1989650
1,154733942,JAX00011312,JAX00011312
1,154737985,UNC1989748,UNC1989748
1,154743070,UNC1989827,UNC1989827
1,154747026,JAX00272209,JAX00272209
1,154747956,UNC1989961,UNC1989961
1,154751335,JAX00272212,JAX00272212
1,154755954,UNC1990082,UNC1990082
1,154794460,JAX00272225,JAX00272225
1,154803699,UNC1990523,UNC1990523
1,154829521,UNC1990921,UNC1990921
1,154867849,JAX00272241,JAX00272241
1,154871871,UNC1991330,UNC1991330
1,154920678,UNC1991730,UNC1991730
1,154954736,JAX00272256,JAX00272256
1,154969446,UNC1992243,UNC1992243
1,154996174,UNC1992709,UNC1992709
1,15499909,UNC163443,UNC163443
1,155016030,JAX00272276,JAX00272276
1,155043082,JAX00272284,JAX00272284
1,155104914,UNC1993908,UNC1993908
1,155146249,JAX00272294,JAX00272294
1,155192929,UNC1994761,UNC1994761
1,155245683,UNC1995263,UNC1995263
1,155288606,UNC1995441,UNC1995441
1,155329711,UNC1995727,UNC1995727
1,155379448,UNC1996232,UNC1996232
1,155482819,UNC1997341,JAX00272332;UNC1997341
1,155517544,UNC1997785,UNC1997785
1,15558147,UNC164396,UNC164396
1,155642847,UNC1999219,UNC1999219
1,155654424,JAX00272363,JAX00272363
1,155704588,UNC1999963,UNC1999963
1,155809944,UNC2001336,UNC2001336
1,155811560,,sanger273;sanger273q
1,15581297,JAX00242808,JAX00242808
1,155834122,JAX00272416,JAX00272416
1,155842288,UNC2001814,UNC2001814
1,155884778,UNC2002250,UNC2002250
1,15590146,UNC164943,UNC164943
1,155908103,JAX00272441,JAX00272441
1,155937766,UNC2003065,UNC2003065
1,155958848,UNC2003272,UNC2003272
1,155985673,JAX00272462,JAX00272462
1,156053554,UNC2004125,UNC2004125
1,156108822,UNC2005080,UNC2005080
1,156238000,UNC2006445,UNC2006445
1,156265265,UNC2006963,UNC2006963
1,156298233,JAX00272539,JAX00272539
1,156301208,JAX00011426,JAX00011426
1,156311586,UNC2007652,UNC2007652
1,156366517,,sanger2722;sanger2722q
1,156370498,UNC2008271,UNC2008271
1,156424700,UNC2008828,UNC2008828
1,156437601,UNC2009084,UNC2009084
1,15645669,UNC165948,UNC165948
1,156497611,UNC2009875,UNC2009875
1,156580693,UNC2010743,UNC2010743
1,156592681,JAX00272600,JAX00272600
1,156647355,JAX00272605,JAX00272605
1,156648888,UNC2011321,UNC2011321
1,156677510,UNC2011729,UNC2011729
1,156735519,UNC2012484,UNC2012484
1,156777202,UNC2013051,UNC2013051
1,156782563,JAX00272637,JAX00272637
1,156826578,UNC2013805,UNC2013805
1,156863055,UNC2014242,UNC2014242
1,156866399,JAX00272656,JAX00272656
1,156897595,UNC2014798,UNC2014798
1,156990952,UNC2016318,UNC2016318
1,157093188,UNC2018109,UNC2018109
1,157132066,UNC2018619,UNC2018619
1,15716413,UNC166915,UNC166915
1,157191542,UNC2019191,UNC2019191
1,157219527,UNC2019431,UNC2019431
1,157265489,JAX00011498,JAX00011498
1,157279725,UNC2019918,UNC2019918
1,157330334,UNC2020328,UNC2020328
1,157379790,UNC2020818,UNC2020818
1,157410974,UNC2021171,UNC2021171
1,157430527,JAX00272743;repJAX00272743,
1,157466956,JAX00011514,JAX00011514
1,157471724,UNC2021880,UNC2021880
1,157508533,UNC2022438,UNC2022438
1,15752018,UNC167166,UNC167166
1,157541041,UNC2022940,UNC2022940
1,157601349,UNC2023679,UNC2023679
1,157652385,UNC2024255,UNC2024255
1,157703411,UNC2024860,UNC2024860
1,157750187,UNC2025451,UNC2025451
1,157773842,UNC2025800,UNC2025800
1,157831265,UNC2026501,UNC2026501
1,15787725,UNC167757,UNC167757
1,157890939,UNC2027205,UNC2027205
1,157988638,UNC2028173,UNC2028173
1,158020413,UNC2028588,UNC2028588
1,158066298,UNC2029189,UNC2029189
1,158108274,UNC2029835,UNC2029835
1,158156491,UNC2030429,UNC2030429
1,15817404,JAX00242874,JAX00242874
1,158185613,UNC2030766,UNC2030766
1,158231393,UNC2031646,UNC2031646
1,158258737,UNC2032160,UNC2032160
1,158275982,JAX00272982,JAX00272982;JAX00272982r
1,158295053,UNC2032620,UNC2032620
1,158315174,JAX00272997,JAX00272997
1,158319949,UNC2033008,UNC2033008
1,158362840,UNC2033372,UNC2033372
1,158369193,JAX00273015,JAX00273015
1,158379242,UNC2033631,UNC2033631
1,158411165,UNC2034010,UNC2034010
1,158436166,UNC2034184,UNC2034184
1,158450450,UNC2034268,UNC2034268
1,158485285,UNC2034681,UNC2034681
1,158511564,UNC2034971,UNC2034971
1,158534842,UNC2035448,UNC2035448
1,158560019,UNC2035807,UNC2035807
1,15857464,UNC168953,UNC168953
1,158590547,UNC2036078,UNC2036078
1,158616199,UNC2036448,UNC2036448
1,158636471,UNC2036719,UNC2036719
1,158663689,UNC2036998,UNC2036998
1,158668718,JAX00273127,JAX00273127
1,158692640,UNC2037443,UNC2037443
1,158711255,UNC2037617,UNC2037617
1,158735651,UNC2037993,UNC2037993
1,158786309,UNC2038662,UNC2038662
1,158809607,UNC2038904,UNC2038904
1,158829507,UNC2039097,UNC2039097
1,158862517,UNC2039336,UNC2039336
1,158870742,JAX00273151,JAX00273151
1,158894263,UNC2039628,UNC2039628
1,158909049,UNC2039726,UNC2039726
1,158934824,UNC2039917,UNC2039917
1,158959797,UNC2040100,UNC2040100
1,158990953,UNC2040383,UNC2040383
1,159010098,UNC2040568,UNC2040568
1,159037725,JAX00273181,JAX00273181
1,159059606,UNC2040913,UNC2040913
1,15905961,JAX00000960,JAX00000960
1,159079042,UNC2041110,UNC2041110
1,15909294,UNC169874,UNC169874
1,159105019,UNC2041453,UNC2041453
1,159130098,UNC2041731,UNC2041731
1,159151008,UNC2041908,UNC2041908;UNCHS002935
1,159188840,UNC2042171,UNC2042171
1,159233104,UNC2042650,UNC2042650
1,159258036,UNC2042839,UNC2042839
1,159282917,UNC2043014,UNC2043014
1,159286391,JAX00011651,JAX00011651
1,159309105,UNC2043201,UNC2043201
1,159328489,UNC2043332,UNC2043332
1,159347729,UNC2043561,UNC2043561
1,159355591,JAX00273241,JAX00273241
1,15938033,UNC170285,UNC170285
1,159423558,JAX00273249,JAX00273249
1,159425460,JAX00273250,JAX00273250;JAX00273250r
1,159434335,UNC2044879,UNC2044879
1,159455401,UNC2045218,UNC2045218
1,159479141,UNC2045596,UNC2045596
1,159499991,JAX00011665,JAX00011665
1,159506927,UNC2046092,UNC2046092
1,159529914,UNC2046424,UNC2046424
1,159556498,UNC2046779,UNC2046779
1,159583550,UNC2047166,UNC2047166
1,159606840,UNC2047551,UNC2047551
1,159632685,UNC2047910,JAX00273305;JAX00273305q;UNC2047910
1,159664182,UNC2048471,UNC2048471
1,159682593,UNC2048716,UNC2048716
1,159704960,backupUNC010326580,backupUNC010326580
1,159724189,UNC2049133,UNC2049133
1,159757005,UNC2049544,JAX00273338;UNC2049544
1,159786265,UNC2049877,UNC2049877
1,159817780,UNC2050291,UNC2050291
1,159835806,UNC2050462,UNC2050462
1,159873728,UNC2050783,UNC2050783
1,159904581,UNC2051115,UNC2051115
1,159925968,JAX00273373,JAX00273373
1,159932529,UNC2051440,UNC2051440
1,159947257,UNC2051541,UNC2051541
